type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2018-10-24 11:34:28,53.63614838,9.90780501,5,62.400,,0.125,84,16,23,,
T,2018-10-24 11:34:29,53.63614838,9.90780501,5,62.400,,0.000,84,16,23,,
T,2018-10-24 11:34:30,53.63615064,9.90782822,5,62.400,,1.812,82,16,23,,
T,2018-10-24 11:34:31,53.63615714,9.90788447,5,62.400,,3.562,80,15,23,,
T,2018-10-24 11:34:32,53.63616397,9.90795094,5,62.400,,4.312,81,16,23,,
T,2018-10-24 11:34:33,53.63617017,9.90802403,5,62.500,,4.750,82,14,23,,
T,2018-10-24 11:34:34,53.63617659,9.90810173,5,62.600,,5.000,83,14,23,,
T,2018-10-24 11:34:35,53.63618388,9.90818420,5,62.700,,5.500,81,15,23,,
T,2018-10-24 11:34:36,53.63619389,9.90827967,5,62.700,,6.312,80,15,23,,
T,2018-10-24 11:34:37,53.63620534,9.90838822,5,62.700,,7.188,80,16,23,,
T,2018-10-24 11:34:38,53.63621762,9.90850699,5,62.800,,7.812,81,15,23,,
T,2018-10-24 11:34:39,53.63622935,9.90863138,5,62.700,,8.188,81,15,23,,
T,2018-10-24 11:34:40,53.63624000,9.90876080,5,62.700,,8.500,82,15,23,,
T,2018-10-24 11:34:41,53.63625018,9.90889993,5,63.000,,9.062,82,16,22,,
T,2018-10-24 11:34:42,53.63626246,9.90904251,5,63.200,,9.375,81,14,22,,
T,2018-10-24 11:34:43,53.63627440,9.90918433,5,63.200,,9.312,81,15,21,,
T,2018-10-24 11:34:44,53.63628471,9.90932498,5,63.300,,9.375,82,16,21,,
T,2018-10-24 11:34:45,53.63629662,9.90947074,5,63.400,,9.688,82,16,21,,
T,2018-10-24 11:34:46,53.63631086,9.90961843,5,63.400,,9.812,81,16,22,,
T,2018-10-24 11:34:47,53.63632532,9.90976436,5,63.500,,9.688,80,17,22,,
T,2018-10-24 11:34:48,53.63634066,9.90990878,5,63.500,,9.625,80,17,22,,
T,2018-10-24 11:34:49,53.63635680,9.91004985,5,63.500,,9.500,81,17,22,,
T,2018-10-24 11:34:50,53.63637163,9.91018698,5,63.400,,9.125,80,17,22,,
T,2018-10-24 11:34:51,53.63638752,9.91031815,5,63.300,,8.812,80,17,22,,
T,2018-10-24 11:34:52,53.63640332,9.91044162,5,63.600,,8.375,79,18,21,,
T,2018-10-24 11:34:53,53.63641547,9.91056408,5,63.500,,8.062,81,18,21,,
T,2018-10-24 11:34:54,53.63642276,9.91068151,5,63.500,,7.750,83,17,22,,
T,2018-10-24 11:34:55,53.63642708,9.91078494,5,63.500,,6.688,86,18,22,,
T,2018-10-24 11:34:56,53.63642968,9.91085828,5,63.600,,4.812,87,18,22,,
T,2018-10-24 11:34:57,53.63643173,9.91089726,5,63.800,,2.562,88,18,23,,
T,2018-10-24 11:34:58,53.63643089,9.91089215,5,63.700,,0.000,89,17,23,,
T,2018-10-24 11:34:59,53.63643089,9.91089223,5,63.700,,0.000,90,17,23,,
T,2018-10-24 11:35:00,53.63643089,9.91089223,5,63.700,,0.000,90,18,23,,
T,2018-10-24 11:35:01,53.63643089,9.91089223,5,63.700,,0.000,90,18,23,,
T,2018-10-24 11:35:02,53.63643089,9.91089223,5,63.700,,0.000,90,18,23,,
T,2018-10-24 11:35:03,53.63643089,9.91089223,5,63.700,,0.000,90,18,23,,
T,2018-10-24 11:35:04,53.63643089,9.91089223,5,63.700,,0.000,89,16,23,,
T,2018-10-24 11:35:05,53.63643089,9.91089223,5,63.700,,0.000,89,17,23,,
T,2018-10-24 11:35:06,53.63643089,9.91089223,5,63.700,,0.000,89,16,23,,
T,2018-10-24 11:35:07,53.63643089,9.91089223,5,63.700,,0.000,89,18,23,,
T,2018-10-24 11:35:08,53.63643089,9.91089223,5,63.700,,0.000,89,18,23,,
T,2018-10-24 11:35:09,53.63643089,9.91089223,5,63.700,,0.000,89,16,23,,
T,2018-10-24 11:35:10,53.63643089,9.91089223,5,63.700,,0.000,89,18,23,,
T,2018-10-24 11:35:11,53.63643089,9.91089223,5,63.700,,0.000,89,18,23,,
T,2018-10-24 11:35:12,53.63643089,9.91090899,5,63.700,,1.312,87,18,23,,
T,2018-10-24 11:35:13,53.63643471,9.91095174,5,63.800,,2.750,82,18,23,,
T,2018-10-24 11:35:14,53.63643856,9.91100413,5,63.800,,3.250,81,18,23,,
T,2018-10-24 11:35:15,53.63644259,9.91105660,5,63.900,,3.438,81,17,22,,
T,2018-10-24 11:35:16,53.63644774,9.91111276,5,63.800,,3.688,81,18,22,,
T,2018-10-24 11:35:17,53.63645264,9.91116464,5,63.800,,3.312,81,17,22,,
T,2018-10-24 11:35:18,53.63645478,9.91119792,5,63.800,,2.062,82,16,22,,
T,2018-10-24 11:35:19,53.63645155,9.91121300,5,64.500,,0.375,82,17,22,,
T,2018-10-24 11:35:20,53.63645160,9.91121275,5,64.400,,0.000,82,17,22,,
T,2018-10-24 11:35:21,53.63645160,9.91121275,5,64.400,,0.000,82,17,22,,
T,2018-10-24 11:35:22,53.63645160,9.91121275,5,64.400,,0.000,82,18,22,,
T,2018-10-24 11:35:23,53.63645160,9.91121275,5,64.400,,0.000,82,17,22,,
T,2018-10-24 11:35:24,53.63645160,9.91121275,5,64.400,,0.000,82,17,22,,
T,2018-10-24 11:35:25,53.63645160,9.91121275,5,64.400,,0.000,82,17,22,,
T,2018-10-24 11:35:26,53.63645160,9.91121275,5,64.400,,0.000,82,17,22,,
T,2018-10-24 11:35:27,53.63645160,9.91121275,5,64.400,,0.000,82,18,22,,
T,2018-10-24 11:35:28,53.63645160,9.91121275,5,64.400,,0.000,82,18,22,,
T,2018-10-24 11:35:29,53.63645160,9.91121275,5,64.400,,0.000,82,17,22,,
T,2018-10-24 11:35:30,53.63645160,9.91121275,5,64.400,,0.000,82,17,22,,
T,2018-10-24 11:35:31,53.63645160,9.91121275,5,64.400,,0.312,82,17,22,,
T,2018-10-24 11:35:32,53.63645160,9.91121275,5,64.400,,0.438,82,18,22,,
T,2018-10-24 11:35:33,53.63645160,9.91121275,5,64.400,,0.375,82,18,22,,
T,2018-10-24 11:35:34,53.63645160,9.91121275,5,64.400,,0.250,82,17,22,,
T,2018-10-24 11:35:35,53.63645160,9.91121275,5,64.400,,0.188,82,17,22,,
T,2018-10-24 11:35:36,53.63645160,9.91121275,5,64.400,,0.250,82,17,22,,
T,2018-10-24 11:35:37,53.63645160,9.91121275,5,64.400,,0.312,82,18,22,,
T,2018-10-24 11:35:38,53.63646044,9.91131091,5,64.300,,2.312,66,17,22,,
T,2018-10-24 11:35:39,53.63648454,9.91133555,5,64.300,,3.250,40,16,22,,
T,2018-10-24 11:35:40,53.63651806,9.91135089,5,64.400,,3.750,18,17,22,,
T,2018-10-24 11:35:41,53.63655888,9.91134594,5,64.400,,4.375,355,17,22,,
T,2018-10-24 11:35:42,53.63661177,9.91132457,5,64.100,,5.688,345,18,22,,
T,2018-10-24 11:35:43,53.63667569,9.91129967,5,63.900,,7.062,348,17,22,,
T,2018-10-24 11:35:44,53.63674911,9.91127428,5,63.800,,7.938,347,17,22,,
T,2018-10-24 11:35:45,53.63682799,9.91124578,5,63.700,,8.688,347,17,22,,
T,2018-10-24 11:35:46,53.63690812,9.91121116,5,63.600,,8.938,347,17,20,,
T,2018-10-24 11:35:47,53.63698699,9.91118258,5,63.500,,8.750,348,18,22,,
T,2018-10-24 11:35:48,53.63706054,9.91115442,5,63.600,,8.250,348,18,22,,
T,2018-10-24 11:35:49,53.63712500,9.91113019,5,63.600,,7.250,349,18,22,,
T,2018-10-24 11:35:50,53.63717969,9.91112432,5,63.600,,5.938,354,17,22,,
T,2018-10-24 11:35:51,53.63721971,9.91114805,5,63.600,,4.500,10,17,22,,
T,2018-10-24 11:35:52,53.63723430,9.91120194,5,63.600,,3.750,34,17,22,,
T,2018-10-24 11:35:53,53.63722973,9.91128199,5,63.500,,4.812,74,17,22,,
T,2018-10-24 11:35:54,53.63722282,9.91136690,5,63.300,,5.312,97,17,22,,
T,2018-10-24 11:35:55,53.63721435,9.91146421,5,63.100,,6.125,109,17,22,,
T,2018-10-24 11:35:56,53.63720463,9.91155423,5,63.000,,5.812,116,17,22,,
T,2018-10-24 11:35:57,53.63719398,9.91164736,5,63.000,,5.875,117,16,22,,
T,2018-10-24 11:35:58,53.63717236,9.91176688,5,62.800,,7.438,109,16,22,,
T,2018-10-24 11:35:59,53.63715061,9.91189973,5,62.500,,8.375,106,16,22,,
T,2018-10-24 11:36:00,53.63713271,9.91203393,5,62.100,,8.562,106,16,22,,
T,2018-10-24 11:36:01,53.63711515,9.91217533,5,61.800,,8.938,105,16,22,,
T,2018-10-24 11:36:02,53.63709600,9.91231095,5,61.500,,8.875,104,16,22,,
T,2018-10-24 11:36:03,53.63707634,9.91245110,5,61.300,,9.062,103,16,22,,
T,2018-10-24 11:36:04,53.63705597,9.91259954,5,61.100,,9.500,102,16,22,,
T,2018-10-24 11:36:05,53.63703577,9.91274438,5,60.800,,9.438,102,16,22,,
T,2018-10-24 11:36:06,53.63701004,9.91289048,5,60.500,,9.625,104,16,23,,
T,2018-10-24 11:36:07,53.63698573,9.91303883,5,60.400,,9.750,105,16,23,,
T,2018-10-24 11:36:08,53.63696180,9.91318627,5,60.200,,9.750,105,17,23,,
T,2018-10-24 11:36:09,53.63693515,9.91332944,5,60.000,,9.500,107,17,23,,
T,2018-10-24 11:36:10,53.63690837,9.91346388,5,59.800,,9.125,108,17,23,,
T,2018-10-24 11:36:11,53.63688582,9.91358374,5,59.500,,8.062,108,16,23,,
T,2018-10-24 11:36:12,53.63686072,9.91369916,5,59.500,,7.812,110,17,23,,
T,2018-10-24 11:36:13,53.63683503,9.91379530,5,59.400,,6.688,113,16,23,,
T,2018-10-24 11:36:14,53.63681730,9.91386881,5,59.100,,5.125,113,16,23,,
T,2018-10-24 11:36:15,53.63681499,9.91392849,5,59.100,,4.000,107,17,23,,
T,2018-10-24 11:36:16,53.63683268,9.91397015,5,59.100,,3.250,67,17,23,,
T,2018-10-24 11:36:17,53.63686436,9.91399337,5,59.400,,3.750,34,18,23,,
T,2018-10-24 11:36:18,53.63691222,9.91400007,5,59.500,,5.062,7,17,23,,
T,2018-10-24 11:36:19,53.63696872,9.91400150,5,59.800,,6.000,356,17,23,,
T,2018-10-24 11:36:20,53.63703041,9.91400074,5,59.800,,6.500,357,17,23,,
T,2018-10-24 11:36:21,53.63709357,9.91400099,5,59.800,,6.750,360,17,23,,
T,2018-10-24 11:36:22,53.63715538,9.91400728,5,59.700,,6.750,3,16,23,,
T,2018-10-24 11:36:23,53.63721506,9.91401927,5,59.600,,6.688,6,16,23,,
T,2018-10-24 11:36:24,53.63727646,9.91403276,5,59.300,,6.812,10,17,23,,
T,2018-10-24 11:36:25,53.63733941,9.91403871,5,59.100,,6.875,3,17,23,,
T,2018-10-24 11:36:26,53.63740391,9.91403620,5,58.900,,7.000,1,17,23,,
T,2018-10-24 11:36:27,53.63747306,9.91403880,5,58.900,,7.562,3,17,23,,
T,2018-10-24 11:36:28,53.63754812,9.91404952,5,59.000,,8.125,6,17,23,,
T,2018-10-24 11:36:29,53.63762221,9.91406520,5,59.100,,8.188,7,17,23,,
T,2018-10-24 11:36:30,53.63769564,9.91408297,5,59.200,,8.250,9,17,23,,
T,2018-10-24 11:36:31,53.63777032,9.91409940,5,59.300,,8.312,7,17,23,,
T,2018-10-24 11:36:32,53.63784354,9.91411407,5,59.300,,8.188,6,17,23,,
T,2018-10-24 11:36:33,53.63791529,9.91412505,5,59.500,,7.938,4,17,22,,
T,2018-10-24 11:36:34,53.63798553,9.91413410,5,59.700,,7.625,4,17,22,,
T,2018-10-24 11:36:35,53.63805321,9.91414240,5,60.000,,7.438,4,17,22,,
T,2018-10-24 11:36:36,53.63811825,9.91414625,5,60.200,,7.250,1,17,22,,
T,2018-10-24 11:36:37,53.63818200,9.91414969,5,60.400,,7.062,3,18,22,,
T,2018-10-24 11:36:38,53.63824578,9.91415614,5,60.500,,7.125,4,17,22,,
T,2018-10-24 11:36:39,53.63831221,9.91416503,5,60.600,,7.312,5,16,21,,
T,2018-10-24 11:36:40,53.63837939,9.91417433,5,60.600,,7.500,5,17,21,,
T,2018-10-24 11:36:41,53.63844737,9.91418447,5,60.400,,7.625,6,17,21,,
T,2018-10-24 11:36:42,53.63851807,9.91419420,5,60.300,,7.875,5,18,21,,
T,2018-10-24 11:36:43,53.63858953,9.91420417,5,60.200,,7.938,5,16,21,,
T,2018-10-24 11:36:44,53.63865889,9.91421473,5,60.200,,7.688,6,16,21,,
T,2018-10-24 11:36:45,53.63872351,9.91423015,5,60.100,,7.250,10,16,21,,
T,2018-10-24 11:36:46,53.63877917,9.91426268,5,60.100,,6.562,24,15,21,,
T,2018-10-24 11:36:47,53.63881835,9.91432252,5,60.000,,5.812,46,16,21,,
T,2018-10-24 11:36:48,53.63883822,9.91440182,5,59.900,,5.562,70,16,21,,
T,2018-10-24 11:36:49,53.63884534,9.91449075,5,59.700,,5.938,86,18,21,,
T,2018-10-24 11:36:50,53.63884673,9.91459460,5,59.400,,6.875,90,18,22,,
T,2018-10-24 11:36:51,53.63885071,9.91471010,5,59.200,,7.562,87,18,22,,
T,2018-10-24 11:36:52,53.63885687,9.91482569,5,59.100,,7.500,85,18,22,,
T,2018-10-24 11:36:53,53.63886152,9.91493767,5,59.100,,7.188,85,18,22,,
T,2018-10-24 11:36:54,53.63886483,9.91504345,5,59.000,,6.938,86,18,22,,
T,2018-10-24 11:36:55,53.63886818,9.91514839,5,59.100,,6.875,86,18,22,,
T,2018-10-24 11:36:56,53.63887246,9.91525543,5,59.000,,7.000,86,18,22,,
T,2018-10-24 11:36:57,53.63887640,9.91536632,5,59.000,,7.250,86,17,22,,
T,2018-10-24 11:36:58,53.63887954,9.91547554,5,59.100,,7.062,86,17,22,,
T,2018-10-24 11:36:59,53.63888243,9.91557679,5,59.100,,6.625,87,17,22,,
T,2018-10-24 11:37:00,53.63888449,9.91566916,5,59.100,,6.062,87,17,22,,
T,2018-10-24 11:37:01,53.63888583,9.91575231,5,59.200,,5.500,87,17,22,,
T,2018-10-24 11:37:02,53.63888755,9.91582917,5,59.200,,5.062,88,17,22,,
T,2018-10-24 11:37:03,53.63888943,9.91589916,5,59.300,,4.625,88,17,22,,
T,2018-10-24 11:37:04,53.63889140,9.91595817,5,59.400,,3.875,86,16,22,,
T,2018-10-24 11:37:05,53.63889408,9.91600226,5,59.400,,2.875,84,18,22,,
T,2018-10-24 11:37:06,53.63889677,9.91603243,5,59.500,,2.000,81,18,22,,
T,2018-10-24 11:37:07,53.63889890,9.91605355,5,59.700,,1.438,78,18,22,,
T,2018-10-24 11:37:08,53.63889982,9.91606629,5,59.800,,0.812,75,18,22,,
T,2018-10-24 11:37:09,53.63889953,9.91607334,5,59.800,,0.562,71,18,22,,
T,2018-10-24 11:37:10,53.63890624,9.91609002,5,60.000,,1.438,59,18,22,,
T,2018-10-24 11:37:11,53.63892669,9.91611307,5,60.100,,2.688,32,18,22,,
T,2018-10-24 11:37:12,53.63895959,9.91612581,5,60.100,,3.625,10,18,22,,
T,2018-10-24 11:37:13,53.63899944,9.91612346,5,60.000,,4.250,356,18,22,,
T,2018-10-24 11:37:14,53.63904466,9.91611198,5,60.000,,4.938,347,18,22,,
T,2018-10-24 11:37:15,53.63909936,9.91609395,5,60.000,,6.125,343,18,22,,
T,2018-10-24 11:37:16,53.63916851,9.91607811,5,60.000,,7.625,348,18,22,,
T,2018-10-24 11:37:17,53.63924696,9.91606210,5,60.000,,8.625,352,17,22,,
T,2018-10-24 11:37:18,53.63932755,9.91604660,5,60.000,,8.938,355,16,22,,
T,2018-10-24 11:37:19,53.63941447,9.91603361,5,60.100,,9.562,355,18,22,,
T,2018-10-24 11:37:20,53.63950667,9.91602045,5,60.000,,10.062,355,18,22,,
T,2018-10-24 11:37:21,53.63959879,9.91600703,5,60.100,,10.062,355,18,22,,
T,2018-10-24 11:37:22,53.63968739,9.91599513,5,60.300,,9.750,356,18,22,,
T,2018-10-24 11:37:23,53.63977745,9.91598985,5,60.500,,9.875,359,18,23,,
T,2018-10-24 11:37:24,53.63987032,9.91599253,5,60.500,,10.188,1,17,23,,
T,2018-10-24 11:37:25,53.63996659,9.91600268,5,60.600,,10.500,4,18,23,,
T,2018-10-24 11:37:26,53.64006558,9.91601768,5,60.500,,10.875,6,18,22,,
T,2018-10-24 11:37:27,53.64016620,9.91604391,5,60.700,,11.125,9,17,22,,
T,2018-10-24 11:37:28,53.64026859,9.91607778,5,60.500,,11.438,10,17,22,,
T,2018-10-24 11:37:29,53.64037563,9.91612346,5,60.400,,11.938,14,17,22,,
T,2018-10-24 11:37:30,53.64048342,9.91617811,5,60.200,,12.125,16,18,22,,
T,2018-10-24 11:37:31,53.64058895,9.91622882,5,60.000,,12.000,15,18,22,,
T,2018-10-24 11:37:32,53.64069385,9.91627241,5,60.000,,11.875,14,17,22,,
T,2018-10-24 11:37:33,53.64079619,9.91630853,5,59.900,,11.500,12,18,23,,
T,2018-10-24 11:37:34,53.64089648,9.91633661,5,59.600,,11.312,10,17,22,,
T,2018-10-24 11:37:35,53.64099811,9.91635882,5,59.600,,11.250,7,17,22,,
T,2018-10-24 11:37:36,53.64109823,9.91637777,5,59.600,,11.188,6,17,22,,
T,2018-10-24 11:37:37,53.64119885,9.91639419,5,59.500,,11.188,5,16,22,,
T,2018-10-24 11:37:38,53.64129328,9.91640811,5,59.500,,10.500,5,17,23,,
T,2018-10-24 11:37:39,53.64138443,9.91641314,5,59.300,,10.188,3,17,23,,
T,2018-10-24 11:37:40,53.64147403,9.91641314,5,59.100,,9.875,1,17,23,,
T,2018-10-24 11:37:41,53.64155794,9.91640895,5,59.300,,9.125,359,16,23,,
T,2018-10-24 11:37:42,53.64162868,9.91640056,5,59.200,,7.875,358,16,23,,
T,2018-10-24 11:37:43,53.64169104,9.91639126,5,59.100,,7.062,356,17,23,,
T,2018-10-24 11:37:44,53.64175290,9.91638539,5,59.200,,6.875,357,17,23,,
T,2018-10-24 11:37:45,53.64181254,9.91638673,5,59.200,,6.562,3,17,23,,
T,2018-10-24 11:37:46,53.64186534,9.91639478,5,59.400,,5.812,7,17,23,,
T,2018-10-24 11:37:47,53.64190398,9.91641205,5,59.600,,4.500,15,17,23,,
T,2018-10-24 11:37:48,53.64192942,9.91643468,5,60.100,,3.188,24,17,23,,
T,2018-10-24 11:37:49,53.64194761,9.91646267,5,60.700,,2.562,37,17,23,,
T,2018-10-24 11:37:50,53.64196299,9.91649335,5,61.200,,2.438,52,18,23,,
T,2018-10-24 11:37:51,53.64197385,9.91653459,5,61.700,,2.875,69,17,23,,
T,2018-10-24 11:37:52,53.64197527,9.91659360,5,62.000,,3.812,90,16,23,,
T,2018-10-24 11:37:53,53.64195855,9.91666309,5,61.900,,4.750,110,17,23,,
T,2018-10-24 11:37:54,53.64192464,9.91672620,5,61.700,,5.250,136,17,23,,
T,2018-10-24 11:37:55,53.64188374,9.91677473,5,61.600,,5.312,149,18,23,,
T,2018-10-24 11:37:56,53.64184338,9.91680985,5,61.600,,4.812,155,18,23,,
T,2018-10-24 11:37:57,53.64181048,9.91683567,5,61.400,,4.000,164,17,23,,
T,2018-10-24 11:37:58,53.64178035,9.91684640,5,61.300,,3.312,176,18,23,,
T,2018-10-24 11:37:59,53.64175273,9.91683718,5,61.200,,3.000,198,17,23,,
T,2018-10-24 11:38:00,53.64172993,9.91681731,5,61.000,,2.750,212,16,23,,
T,2018-10-24 11:38:01,53.64170609,9.91679745,5,60.800,,2.812,216,16,23,,
T,2018-10-24 11:38:02,53.64168178,9.91678027,5,60.700,,2.625,212,16,23,,
T,2018-10-24 11:38:03,53.64166120,9.91677356,5,60.700,,2.188,203,16,23,,
T,2018-10-24 11:38:04,53.64164393,9.91677356,5,60.600,,1.812,186,16,23,,
T,2018-10-24 11:38:05,53.64162939,9.91677582,5,60.400,,1.500,175,16,23,,
T,2018-10-24 11:38:06,53.64161921,9.91678588,5,60.300,,1.312,163,16,23,,
T,2018-10-24 11:38:07,53.64160831,9.91680164,5,60.400,,1.500,149,16,23,,
T,2018-10-24 11:38:08,53.64160073,9.91682117,5,60.500,,1.500,137,16,23,,
T,2018-10-24 11:38:09,53.64159306,9.91683718,5,60.500,,1.312,128,16,23,,
T,2018-10-24 11:38:10,53.64158660,9.91685453,5,60.400,,1.312,122,16,23,,
T,2018-10-24 11:38:11,53.64158660,9.91685453,5,60.400,,0.500,123,15,23,,
T,2018-10-24 11:38:12,53.64158660,9.91685453,5,60.400,,0.062,124,16,23,,
T,2018-10-24 11:38:13,53.64158660,9.91685453,5,60.400,,0.000,125,15,23,,
T,2018-10-24 11:38:14,53.64158660,9.91685453,5,60.400,,0.000,126,16,23,,
T,2018-10-24 11:38:15,53.64158660,9.91685453,5,60.400,,0.000,127,16,23,,
T,2018-10-24 11:38:16,53.64158660,9.91685453,5,60.400,,0.000,127,16,23,,
T,2018-10-24 11:38:17,53.64158660,9.91685453,5,60.400,,0.375,127,18,23,,
T,2018-10-24 11:38:18,53.64158660,9.91685453,5,60.400,,0.688,128,15,23,,
T,2018-10-24 11:38:19,53.64158660,9.91685453,5,60.400,,0.750,130,17,23,,
T,2018-10-24 11:38:20,53.64153354,9.91693852,5,60.600,,2.125,138,17,23,,
T,2018-10-24 11:38:21,53.64150953,9.91696291,5,60.600,,2.688,142,16,23,,
T,2018-10-24 11:38:22,53.64148283,9.91698872,5,60.500,,2.938,145,16,23,,
T,2018-10-24 11:38:23,53.64146339,9.91701404,5,60.500,,2.625,144,17,23,,
T,2018-10-24 11:38:24,53.64144872,9.91705318,5,60.500,,2.750,133,16,23,,
T,2018-10-24 11:38:25,53.64144134,9.91709584,5,60.500,,2.625,121,16,23,,
T,2018-10-24 11:38:26,53.64144168,9.91713331,5,60.400,,2.250,104,16,23,,
T,2018-10-24 11:38:27,53.64144109,9.91716332,5,60.200,,2.000,89,17,23,,
T,2018-10-24 11:38:28,53.64143745,9.91720372,5,60.100,,2.625,93,16,23,,
T,2018-10-24 11:38:29,53.64142408,9.91725342,5,60.100,,3.438,97,18,23,,
T,2018-10-24 11:38:30,53.64139755,9.91729307,5,60.100,,3.750,125,18,23,,
T,2018-10-24 11:38:31,53.64136247,9.91732593,5,60.300,,4.250,142,18,23,,
T,2018-10-24 11:38:32,53.64131377,9.91736247,5,60.400,,5.562,154,18,23,,
T,2018-10-24 11:38:33,53.64125271,9.91740572,5,60.500,,7.062,160,17,23,,
T,2018-10-24 11:38:34,53.64118088,9.91745073,5,60.600,,8.250,162,18,23,,
T,2018-10-24 11:38:35,53.64110255,9.91749474,5,60.500,,8.875,163,18,23,,
T,2018-10-24 11:38:36,53.64102464,9.91753673,5,60.400,,8.875,164,18,23,,
T,2018-10-24 11:38:37,53.64094593,9.91758174,5,60.500,,9.125,162,17,23,,
T,2018-10-24 11:38:38,53.64086333,9.91762768,5,60.400,,9.562,161,17,23,,
T,2018-10-24 11:38:39,53.64077339,9.91767176,5,60.200,,10.250,162,17,23,,
T,2018-10-24 11:38:40,53.64067792,9.91771845,5,60.100,,10.875,163,17,23,,
T,2018-10-24 11:38:41,53.64057885,9.91776816,5,60.000,,11.375,163,17,21,,
T,2018-10-24 11:38:42,53.64047512,9.91781945,5,60.000,,11.875,162,17,22,,
T,2018-10-24 11:38:43,53.64036875,9.91787461,5,60.200,,12.188,162,17,22,,
T,2018-10-24 11:38:44,53.64026163,9.91793068,5,60.300,,12.375,162,17,22,,
T,2018-10-24 11:38:45,53.64015372,9.91798617,5,60.300,,12.500,163,17,23,,
T,2018-10-24 11:38:46,53.64004647,9.91804191,5,60.300,,12.375,163,17,23,,
T,2018-10-24 11:38:47,53.63994010,9.91809488,5,60.300,,12.312,163,17,22,,
T,2018-10-24 11:38:48,53.63983273,9.91814911,5,60.200,,12.438,163,17,22,,
T,2018-10-24 11:38:49,53.63972674,9.91820318,5,59.800,,12.312,162,17,22,,
T,2018-10-24 11:38:50,53.63961782,9.91826168,5,59.800,,12.625,162,16,21,,
T,2018-10-24 11:38:51,53.63950546,9.91832128,5,59.800,,13.000,163,16,21,,
T,2018-10-24 11:38:52,53.63939209,9.91838221,5,59.900,,13.125,162,17,21,,
T,2018-10-24 11:38:53,53.63927747,9.91844340,5,59.900,,13.312,163,15,21,,
T,2018-10-24 11:38:54,53.63916272,9.91850501,5,59.800,,13.312,163,16,21,,
T,2018-10-24 11:38:55,53.63904760,9.91856628,5,59.800,,13.375,163,17,21,,
T,2018-10-24 11:38:56,53.63893243,9.91862537,5,59.800,,13.312,163,17,21,,
T,2018-10-24 11:38:57,53.63881860,9.91868321,5,59.900,,13.188,163,18,21,,
T,2018-10-24 11:38:58,53.63870566,9.91873736,5,59.900,,13.000,163,18,21,,
T,2018-10-24 11:38:59,53.63859397,9.91879033,5,59.900,,12.812,163,17,22,,
T,2018-10-24 11:39:00,53.63848442,9.91884959,5,60.000,,12.750,162,17,22,,
T,2018-10-24 11:39:01,53.63837688,9.91890986,5,59.600,,12.562,162,17,22,,
T,2018-10-24 11:39:02,53.63826896,9.91896987,5,59.700,,12.562,162,17,22,,
T,2018-10-24 11:39:03,53.63816280,9.91902988,5,59.800,,12.375,162,18,22,,
T,2018-10-24 11:39:04,53.63806034,9.91908856,5,59.700,,12.000,162,18,22,,
T,2018-10-24 11:39:05,53.63796051,9.91914446,5,59.700,,11.688,162,18,22,,
T,2018-10-24 11:39:06,53.63786529,9.91919895,5,59.600,,11.188,161,18,22,,
T,2018-10-24 11:39:07,53.63778000,9.91925100,5,59.500,,10.062,160,18,22,,
T,2018-10-24 11:39:08,53.63771114,9.91929970,5,59.300,,8.312,157,18,22,,
T,2018-10-24 11:39:09,53.63765800,9.91934127,5,59.300,,6.562,154,18,22,,
T,2018-10-24 11:39:10,53.63761869,9.91937329,5,59.300,,4.938,152,18,22,,
T,2018-10-24 11:39:11,53.63758973,9.91939232,5,59.500,,3.562,152,17,22,,
T,2018-10-24 11:39:12,53.63756966,9.91940925,5,59.600,,2.562,151,18,22,,
T,2018-10-24 11:39:13,53.63755424,9.91942124,5,60.000,,1.875,151,17,22,,
T,2018-10-24 11:39:14,53.63754317,9.91942853,5,60.500,,1.250,151,18,22,,
T,2018-10-24 11:39:15,53.63753487,9.91943507,5,60.900,,0.938,151,18,22,,
T,2018-10-24 11:39:16,53.63753487,9.91943507,5,60.900,,0.312,151,18,22,,
T,2018-10-24 11:39:17,53.63753487,9.91943507,5,60.900,,0.062,151,18,22,,
T,2018-10-24 11:39:18,53.63753487,9.91943507,5,60.900,,0.000,151,18,23,,
T,2018-10-24 11:39:19,53.63753487,9.91943507,5,60.900,,0.000,151,18,23,,
T,2018-10-24 11:39:20,53.63753487,9.91943507,5,60.900,,0.000,151,18,23,,
T,2018-10-24 11:39:21,53.63753487,9.91943507,5,60.900,,0.000,151,18,23,,
T,2018-10-24 11:39:22,53.63753487,9.91943507,5,60.900,,0.000,151,18,23,,
T,2018-10-24 11:39:23,53.63753487,9.91943507,5,60.900,,0.000,151,18,23,,
T,2018-10-24 11:39:24,53.63753487,9.91943507,5,60.900,,0.000,151,17,23,,
T,2018-10-24 11:39:25,53.63753487,9.91943507,5,60.900,,0.000,151,18,23,,
T,2018-10-24 11:39:26,53.63753487,9.91943507,5,60.900,,0.000,151,18,23,,
T,2018-10-24 11:39:27,53.63753487,9.91943507,5,60.900,,0.000,151,17,23,,
T,2018-10-24 11:39:28,53.63753487,9.91943507,5,60.900,,0.000,151,18,23,,
T,2018-10-24 11:39:29,53.63753487,9.91943507,5,60.900,,0.000,151,17,23,,
