type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2018-10-24 11:39:30,53.63753487,9.91943507,5,60.900,,0.000,151,17,23,,
T,2018-10-24 11:39:31,53.63753487,9.91943507,5,60.900,,0.000,151,17,23,,
T,2018-10-24 11:39:32,53.63753487,9.91943507,5,60.900,,0.000,151,17,23,,
T,2018-10-24 11:39:33,53.63753487,9.91943507,5,60.900,,0.000,151,17,23,,
T,2018-10-24 11:39:34,53.63753487,9.91943507,5,60.900,,0.000,151,18,23,,
T,2018-10-24 11:39:35,53.63753487,9.91943507,5,60.900,,0.000,151,18,23,,
T,2018-10-24 11:39:36,53.63753487,9.91943507,5,60.900,,0.000,151,17,23,,
T,2018-10-24 11:39:37,53.63753487,9.91943507,5,60.900,,0.000,151,17,23,,
T,2018-10-24 11:39:38,53.63753487,9.91943507,5,60.900,,0.000,151,17,22,,
T,2018-10-24 11:39:39,53.63753487,9.91943507,5,60.900,,0.000,151,17,22,,
T,2018-10-24 11:39:40,53.63753487,9.91943507,5,60.900,,0.000,151,16,22,,
T,2018-10-24 11:39:41,53.63753487,9.91943507,5,60.900,,0.000,151,17,22,,
T,2018-10-24 11:39:42,53.63753487,9.91943507,5,60.900,,0.000,151,16,22,,
T,2018-10-24 11:39:43,53.63753487,9.91943507,5,60.900,,0.000,151,17,22,,
T,2018-10-24 11:39:44,53.63753487,9.91943507,5,60.900,,0.000,151,16,22,,
T,2018-10-24 11:39:45,53.63753487,9.91943507,5,60.900,,0.000,151,16,22,,
T,2018-10-24 11:39:46,53.63753487,9.91943507,5,60.900,,0.000,151,17,22,,
T,2018-10-24 11:39:47,53.63753487,9.91943507,5,60.900,,0.000,151,16,23,,
T,2018-10-24 11:39:48,53.63753487,9.91943507,5,60.900,,0.000,151,17,23,,
T,2018-10-24 11:39:49,53.63753487,9.91943507,5,60.900,,0.000,151,17,22,,
T,2018-10-24 11:39:50,53.63753487,9.91943507,5,60.900,,0.000,151,17,22,,
T,2018-10-24 11:39:51,53.63753487,9.91943507,5,60.900,,0.000,151,16,22,,
T,2018-10-24 11:39:52,53.63753487,9.91943507,5,60.900,,0.000,151,17,22,,
T,2018-10-24 11:39:53,53.63752071,9.91944864,5,61.700,,1.688,151,16,22,,
T,2018-10-24 11:39:54,53.63749590,9.91947211,5,61.900,,3.000,152,17,22,,
T,2018-10-24 11:39:55,53.63746342,9.91950304,5,62.000,,4.000,152,16,22,,
T,2018-10-24 11:39:56,53.63742541,9.91953950,5,62.300,,4.625,153,16,23,,
T,2018-10-24 11:39:57,53.63738358,9.91956976,5,62.500,,4.812,161,17,23,,
T,2018-10-24 11:39:58,53.63733702,9.91957999,5,62.700,,5.125,177,16,23,,
T,2018-10-24 11:39:59,53.63728601,9.91956012,5,63.000,,5.688,196,17,23,,
T,2018-10-24 11:40:00,53.63723807,9.91951402,5,63.100,,6.000,212,17,23,,
T,2018-10-24 11:40:01,53.63719457,9.91945158,5,63.100,,6.250,223,16,23,,
T,2018-10-24 11:40:02,53.63715350,9.91937933,5,63.100,,6.500,228,16,23,,
T,2018-10-24 11:40:03,53.63711494,9.91930481,5,63.000,,6.438,232,15,23,,
T,2018-10-24 11:40:04,53.63707902,9.91923331,5,62.900,,6.125,232,15,23,,
T,2018-10-24 11:40:05,53.63704508,9.91916534,5,63.000,,5.812,231,15,23,,
T,2018-10-24 11:40:06,53.63701490,9.91910608,5,63.100,,5.062,229,15,23,,
T,2018-10-24 11:40:07,53.63699101,9.91906165,5,63.200,,3.938,228,15,23,,
T,2018-10-24 11:40:08,53.63697484,9.91903156,5,63.400,,2.625,227,16,23,,
T,2018-10-24 11:40:09,53.63696780,9.91901639,5,63.500,,0.625,227,16,23,,
T,2018-10-24 11:40:10,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:11,53.63696863,9.91901781,5,63.500,,0.000,227,15,23,,
T,2018-10-24 11:40:12,53.63696863,9.91901781,5,63.500,,0.000,227,15,23,,
T,2018-10-24 11:40:13,53.63696863,9.91901781,5,63.500,,0.000,227,15,23,,
T,2018-10-24 11:40:14,53.63696863,9.91901781,5,63.500,,0.000,227,15,23,,
T,2018-10-24 11:40:15,53.63696863,9.91901781,5,63.500,,0.000,227,15,23,,
T,2018-10-24 11:40:16,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:17,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:18,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:19,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:20,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:21,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:22,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:23,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:24,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:25,53.63696863,9.91901781,5,63.500,,0.000,227,17,23,,
T,2018-10-24 11:40:26,53.63696863,9.91901781,5,63.500,,0.000,227,17,23,,
T,2018-10-24 11:40:27,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:28,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:29,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:30,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:31,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:32,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:33,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:34,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:35,53.63696863,9.91901781,5,63.500,,0.000,227,16,23,,
T,2018-10-24 11:40:36,53.63696863,9.91901781,5,63.500,,0.000,227,15,23,,
T,2018-10-24 11:40:37,53.63696243,9.91900641,5,63.600,,1.125,227,17,23,,
T,2018-10-24 11:40:38,53.63694332,9.91897322,5,63.600,,2.938,225,16,23,,
T,2018-10-24 11:40:39,53.63691277,9.91892276,5,63.600,,4.562,225,16,23,,
T,2018-10-24 11:40:40,53.63687748,9.91886300,5,63.600,,5.312,226,16,23,,
T,2018-10-24 11:40:41,53.63684047,9.91879662,5,63.500,,5.875,226,16,23,,
T,2018-10-24 11:40:42,53.63679806,9.91871850,5,63.400,,6.938,227,17,23,,
T,2018-10-24 11:40:43,53.63674777,9.91862705,5,63.300,,8.062,227,16,23,,
T,2018-10-24 11:40:44,53.63669538,9.91853083,5,63.100,,8.438,227,16,23,,
T,2018-10-24 11:40:45,53.63664241,9.91843334,5,63.000,,8.562,227,16,23,,
T,2018-10-24 11:40:46,53.63658860,9.91833561,5,62.900,,8.625,227,15,23,,
T,2018-10-24 11:40:47,53.63653751,9.91823746,5,63.000,,8.438,229,17,23,,
T,2018-10-24 11:40:48,53.63649120,9.91814073,5,63.100,,8.000,231,18,23,,
T,2018-10-24 11:40:49,53.63645172,9.91805037,5,63.300,,7.188,233,18,23,,
T,2018-10-24 11:40:50,53.63642075,9.91797527,5,63.600,,5.812,236,18,23,,
T,2018-10-24 11:40:51,53.63640474,9.91791459,5,63.500,,4.312,245,18,23,,
T,2018-10-24 11:40:52,53.63640227,9.91785851,5,63.400,,3.625,262,17,23,,
T,2018-10-24 11:40:53,53.63641597,9.91779900,5,63.200,,3.938,293,17,23,,
T,2018-10-24 11:40:54,53.63645017,9.91774687,5,63.000,,4.875,322,17,23,,
T,2018-10-24 11:40:55,53.63650394,9.91769599,5,62.700,,6.500,337,17,23,,
T,2018-10-24 11:40:56,53.63657133,9.91764134,5,62.400,,8.000,341,17,23,,
T,2018-10-24 11:40:57,53.63664442,9.91757998,5,62.200,,8.625,341,17,23,,
T,2018-10-24 11:40:58,53.63671802,9.91751762,5,62.200,,8.938,339,17,23,,
T,2018-10-24 11:40:59,53.63679756,9.91745300,5,62.200,,9.562,337,17,23,,
T,2018-10-24 11:41:00,53.63688389,9.91738552,5,62.200,,10.375,337,17,23,,
T,2018-10-24 11:41:01,53.63697454,9.91731687,5,62.100,,10.750,337,17,23,,
T,2018-10-24 11:41:02,53.63706725,9.91724957,5,62.000,,11.000,336,17,23,,
T,2018-10-24 11:41:03,53.63716213,9.91718084,5,61.900,,11.312,337,17,22,,
T,2018-10-24 11:41:04,53.63725760,9.91711135,5,61.900,,11.375,337,17,22,,
T,2018-10-24 11:41:05,53.63735169,9.91703952,5,61.900,,11.438,337,17,22,,
T,2018-10-24 11:41:06,53.63744758,9.91697020,5,61.800,,11.500,337,17,22,,
T,2018-10-24 11:41:07,53.63754384,9.91690189,5,61.700,,11.500,337,18,22,,
T,2018-10-24 11:41:08,53.63764007,9.91683056,5,61.600,,11.625,336,17,23,,
T,2018-10-24 11:41:09,53.63773684,9.91675872,5,61.500,,11.625,336,17,23,,
T,2018-10-24 11:41:10,53.63783193,9.91669242,5,61.200,,11.312,337,17,23,,
T,2018-10-24 11:41:11,53.63792249,9.91662947,5,61.000,,10.875,338,17,23,,
T,2018-10-24 11:41:12,53.63800853,9.91656443,5,60.600,,10.562,335,17,23,,
T,2018-10-24 11:41:13,53.63809772,9.91649738,5,60.500,,10.812,336,17,23,,
T,2018-10-24 11:41:14,53.63818992,9.91643091,5,60.500,,11.062,337,17,23,,
T,2018-10-24 11:41:15,53.63828434,9.91636838,5,60.500,,11.250,340,17,23,,
T,2018-10-24 11:41:16,53.63838539,9.91631046,5,60.400,,11.812,341,17,23,,
T,2018-10-24 11:41:17,53.63849100,9.91625028,5,60.400,,12.312,342,17,23,,
T,2018-10-24 11:41:18,53.63859946,9.91619269,5,60.400,,12.562,343,17,23,,
T,2018-10-24 11:41:19,53.63871014,9.91614416,5,60.300,,12.625,346,17,22,,
T,2018-10-24 11:41:20,53.63882351,9.91610368,5,60.200,,12.812,349,16,22,,
T,2018-10-24 11:41:21,53.63893805,9.91607199,5,60.200,,12.750,350,17,22,,
T,2018-10-24 11:41:22,53.63905145,9.91604609,5,60.100,,12.562,352,17,22,,
T,2018-10-24 11:41:23,53.63916465,9.91602682,5,60.000,,12.438,353,17,22,,
T,2018-10-24 11:41:24,53.63927403,9.91601097,5,60.000,,12.125,355,16,22,,
T,2018-10-24 11:41:25,53.63938195,9.91600511,5,59.900,,11.750,355,16,22,,
T,2018-10-24 11:41:26,53.63948241,9.91599287,5,59.900,,11.188,355,16,22,,
T,2018-10-24 11:41:27,53.63957901,9.91598088,5,59.800,,10.750,355,16,22,,
T,2018-10-24 11:41:28,53.63967012,9.91597007,5,60.000,,10.188,356,16,22,,
T,2018-10-24 11:41:29,53.63975440,9.91596135,5,60.100,,9.438,357,16,22,,
T,2018-10-24 11:41:30,53.63982959,9.91595632,5,60.200,,8.312,358,16,22,,
T,2018-10-24 11:41:31,53.63989274,9.91595574,5,60.200,,6.938,359,17,22,,
T,2018-10-24 11:41:32,53.63994006,9.91595406,5,60.200,,5.312,360,18,22,,
T,2018-10-24 11:41:33,53.63997317,9.91595238,5,60.200,,3.750,359,17,22,,
T,2018-10-24 11:41:34,53.63999387,9.91594400,5,60.200,,2.562,352,17,22,,
T,2018-10-24 11:41:35,53.64000800,9.91592489,5,60.400,,2.062,342,17,22,,
T,2018-10-24 11:41:36,53.64001764,9.91589396,5,60.500,,2.250,321,16,22,,
T,2018-10-24 11:41:37,53.64001956,9.91584736,5,60.700,,2.875,294,17,22,,
T,2018-10-24 11:41:38,53.64001474,9.91578802,5,60.900,,3.875,269,16,22,,
T,2018-10-24 11:41:39,53.64000435,9.91571191,5,60.900,,5.062,254,15,22,,
T,2018-10-24 11:41:40,53.63998671,9.91561426,5,60.900,,6.438,251,17,23,,
T,2018-10-24 11:41:41,53.63996814,9.91550504,5,60.800,,7.312,252,17,23,,
T,2018-10-24 11:41:42,53.63994781,9.91538803,5,60.800,,7.750,253,17,23,,
T,2018-10-24 11:41:43,53.63992594,9.91527102,5,60.800,,7.938,252,17,23,,
T,2018-10-24 11:41:44,53.63990213,9.91514990,5,60.800,,8.312,253,17,23,,
T,2018-10-24 11:41:45,53.63987783,9.91501671,5,60.700,,9.000,254,17,23,,
T,2018-10-24 11:41:46,53.63985364,9.91487246,5,60.600,,9.688,256,17,23,,
T,2018-10-24 11:41:47,53.63982787,9.91472083,5,60.800,,10.250,256,17,22,,
T,2018-10-24 11:41:48,53.63980000,9.91456484,5,60.900,,10.562,255,17,23,,
T,2018-10-24 11:41:49,53.63977221,9.91440760,5,60.800,,10.688,254,17,23,,
T,2018-10-24 11:41:50,53.63974380,9.91425287,5,60.700,,10.562,253,16,23,,
T,2018-10-24 11:41:51,53.63971450,9.91410275,5,60.600,,10.250,252,16,23,,
T,2018-10-24 11:41:52,53.63968592,9.91396227,5,60.600,,9.625,252,16,22,,
T,2018-10-24 11:41:53,53.63965914,9.91383797,5,60.700,,8.562,250,17,22,,
T,2018-10-24 11:41:54,53.63963597,9.91373830,5,60.700,,7.000,249,16,22,,
T,2018-10-24 11:41:55,53.63961589,9.91366044,5,60.600,,5.625,246,16,22,,
T,2018-10-24 11:41:56,53.63959825,9.91359757,5,60.500,,4.688,245,16,21,,
T,2018-10-24 11:41:57,53.63958039,9.91354041,5,60.600,,4.188,244,16,21,,
T,2018-10-24 11:41:58,53.63956484,9.91348668,5,60.500,,4.000,244,16,22,,
T,2018-10-24 11:41:59,53.63954699,9.91342281,5,60.500,,4.688,246,16,22,,
T,2018-10-24 11:42:00,53.63952436,9.91333949,5,60.400,,6.000,246,16,22,,
T,2018-10-24 11:42:01,53.63949909,9.91324469,5,60.100,,6.750,245,16,22,,
T,2018-10-24 11:42:02,53.63947059,9.91314411,5,60.000,,7.250,245,16,22,,
T,2018-10-24 11:42:03,53.63944138,9.91303833,5,60.000,,7.625,246,15,22,,
T,2018-10-24 11:42:04,53.63941183,9.91292953,5,60.000,,7.750,246,15,22,,
T,2018-10-24 11:42:05,53.63938183,9.91282065,5,59.900,,7.875,245,15,22,,
T,2018-10-24 11:42:06,53.63934985,9.91270943,5,59.600,,8.188,245,16,22,,
T,2018-10-24 11:42:07,53.63931548,9.91258915,5,59.400,,8.750,245,16,21,,
T,2018-10-24 11:42:08,53.63927831,9.91246191,5,59.300,,9.250,244,16,21,,
T,2018-10-24 11:42:09,53.63924105,9.91233383,5,59.100,,9.312,244,17,21,,
T,2018-10-24 11:42:10,53.63920476,9.91220794,5,59.100,,9.062,245,17,21,,
T,2018-10-24 11:42:11,53.63916968,9.91208824,5,59.200,,8.688,244,16,21,,
T,2018-10-24 11:42:12,53.63913636,9.91197475,5,59.300,,8.250,244,16,21,,
T,2018-10-24 11:42:13,53.63910623,9.91186855,5,59.100,,7.812,245,15,20,,
T,2018-10-24 11:42:14,53.63907543,9.91176160,5,58.900,,7.875,244,16,20,,
T,2018-10-24 11:42:15,53.63904131,9.91164459,5,58.700,,8.500,244,17,21,,
T,2018-10-24 11:42:16,53.63900586,9.91151844,5,58.600,,9.062,245,17,21,,
T,2018-10-24 11:42:17,53.63897057,9.91138559,5,58.500,,9.438,248,18,22,,
T,2018-10-24 11:42:18,53.63893926,9.91125081,5,58.400,,9.312,251,17,22,,
T,2018-10-24 11:42:19,53.63891500,9.91111971,5,58.400,,8.938,256,16,22,,
T,2018-10-24 11:42:20,53.63889873,9.91099575,5,58.100,,8.375,260,16,22,,
T,2018-10-24 11:42:21,53.63888717,9.91088234,5,58.200,,7.500,263,15,21,,
T,2018-10-24 11:42:22,53.63887912,9.91078980,5,58.400,,6.062,265,16,21,,
T,2018-10-24 11:42:23,53.63887640,9.91072107,5,58.300,,4.625,268,17,21,,
T,2018-10-24 11:42:24,53.63887606,9.91066827,5,58.300,,3.562,270,17,21,,
T,2018-10-24 11:42:25,53.63887669,9.91062954,5,58.600,,2.625,275,17,22,,
T,2018-10-24 11:42:26,53.63887862,9.91060892,5,58.700,,1.375,281,16,22,,
T,2018-10-24 11:42:27,53.63887904,9.91060263,5,59.000,,0.188,285,15,22,,
T,2018-10-24 11:42:28,53.63887900,9.91060289,5,59.000,,0.000,288,16,22,,
T,2018-10-24 11:42:29,53.63887900,9.91060289,5,59.000,,0.000,288,16,22,,
T,2018-10-24 11:42:30,53.63887900,9.91060289,5,59.000,,0.000,287,15,22,,
T,2018-10-24 11:42:31,53.63887900,9.91060289,5,59.000,,0.000,287,16,22,,
T,2018-10-24 11:42:32,53.63887900,9.91060289,5,59.000,,0.000,286,16,22,,
T,2018-10-24 11:42:33,53.63887900,9.91060289,5,59.000,,0.000,286,16,22,,
T,2018-10-24 11:42:34,53.63887900,9.91060289,5,59.000,,0.000,286,16,22,,
T,2018-10-24 11:42:35,53.63887900,9.91060289,5,59.000,,0.000,286,16,22,,
T,2018-10-24 11:42:36,53.63887900,9.91060289,5,59.000,,0.000,286,16,22,,
T,2018-10-24 11:42:37,53.63887900,9.91060289,5,59.000,,0.000,286,16,22,,
T,2018-10-24 11:42:38,53.63887900,9.91060289,5,59.000,,0.000,286,16,22,,
T,2018-10-24 11:42:39,53.63887900,9.91060289,5,59.000,,0.000,285,15,22,,
T,2018-10-24 11:42:40,53.63887900,9.91060289,5,59.000,,0.000,285,16,22,,
T,2018-10-24 11:42:41,53.63887900,9.91060289,5,59.000,,0.000,285,16,22,,
T,2018-10-24 11:42:42,53.63887900,9.91060289,5,59.000,,0.000,285,16,22,,
T,2018-10-24 11:42:43,53.63887900,9.91060289,5,59.000,,0.000,285,15,22,,
T,2018-10-24 11:42:44,53.63887900,9.91060289,5,59.000,,0.000,285,16,22,,
T,2018-10-24 11:42:45,53.63887900,9.91060289,5,59.000,,0.000,285,16,22,,
T,2018-10-24 11:42:46,53.63887900,9.91060289,5,59.000,,0.000,285,16,22,,
T,2018-10-24 11:42:47,53.63887900,9.91060289,5,59.000,,0.000,285,16,22,,
T,2018-10-24 11:42:48,53.63887900,9.91060289,5,59.000,,0.000,285,16,22,,
T,2018-10-24 11:42:49,53.63887900,9.91060289,5,59.000,,0.000,285,16,22,,
T,2018-10-24 11:42:50,53.63887900,9.91060289,5,59.000,,0.000,285,16,21,,
T,2018-10-24 11:42:51,53.63887900,9.91060289,5,59.000,,0.000,285,16,20,,
T,2018-10-24 11:42:52,53.63887900,9.91060289,5,59.000,,0.000,285,16,20,,
T,2018-10-24 11:42:53,53.63887900,9.91060289,5,59.000,,0.000,285,16,20,,
T,2018-10-24 11:42:54,53.63887900,9.91060289,5,59.000,,0.000,285,16,20,,
T,2018-10-24 11:42:55,53.63887900,9.91060289,5,59.000,,0.000,285,16,20,,
T,2018-10-24 11:42:56,53.63887900,9.91060289,5,59.000,,0.000,285,16,20,,
T,2018-10-24 11:42:57,53.63887900,9.91060289,5,59.000,,0.000,285,16,20,,
T,2018-10-24 11:42:58,53.63887900,9.91060289,5,59.000,,0.000,285,16,20,,
T,2018-10-24 11:42:59,53.63887900,9.91060289,5,59.000,,0.000,285,15,20,,
T,2018-10-24 11:43:00,53.63888000,9.91058746,5,60.000,,1.250,291,17,20,,
T,2018-10-24 11:43:01,53.63889798,9.91055511,5,60.200,,2.812,309,17,21,,
T,2018-10-24 11:43:02,53.63892971,9.91052401,5,60.400,,3.938,325,18,21,,
T,2018-10-24 11:43:03,53.63896759,9.91050197,5,60.500,,4.312,341,17,21,,
T,2018-10-24 11:43:04,53.63901646,9.91048755,5,60.700,,5.375,351,16,21,,
T,2018-10-24 11:43:05,53.63907605,9.91046626,5,60.900,,6.688,351,17,21,,
T,2018-10-24 11:43:06,53.63914688,9.91043709,5,61.100,,8.062,349,17,22,,
T,2018-10-24 11:43:07,53.63922923,9.91040432,5,61.300,,9.250,349,18,22,,
T,2018-10-24 11:43:08,53.63931733,9.91037188,5,61.300,,9.812,348,18,21,,
T,2018-10-24 11:43:09,53.63940919,9.91033886,5,61.400,,10.375,348,17,20,,
T,2018-10-24 11:43:10,53.63950588,9.91030298,5,61.400,,11.000,349,17,20,,
T,2018-10-24 11:43:11,53.63960977,9.91027155,5,61.300,,11.500,349,17,21,,
T,2018-10-24 11:43:12,53.63971811,9.91023769,5,61.300,,12.062,349,18,21,,
T,2018-10-24 11:43:13,53.63982758,9.91019938,5,61.300,,12.250,349,18,21,,
T,2018-10-24 11:43:14,53.63994299,9.91015596,5,60.800,,12.750,348,18,21,,
T,2018-10-24 11:43:15,53.64005820,9.91011456,5,60.800,,12.938,348,18,21,,
T,2018-10-24 11:43:16,53.64016901,9.91007768,5,60.900,,12.562,349,17,21,,
T,2018-10-24 11:43:17,53.64028120,9.91004876,5,61.000,,12.562,350,18,21,,
T,2018-10-24 11:43:18,53.64039981,9.91002001,5,60.700,,12.875,350,18,22,,
T,2018-10-24 11:43:19,53.64051502,9.90998070,5,60.500,,12.875,349,18,22,,
T,2018-10-24 11:43:20,53.64063593,9.90993904,5,60.300,,13.250,348,18,22,,
T,2018-10-24 11:43:21,53.64075927,9.90989763,5,60.000,,13.375,347,17,22,,
T,2018-10-24 11:43:22,53.64087971,9.90985380,5,59.700,,13.125,348,18,22,,
T,2018-10-24 11:43:23,53.64100125,9.90981432,5,59.700,,13.125,348,18,22,,
T,2018-10-24 11:43:24,53.64112262,9.90977635,5,60.000,,13.062,349,18,22,,
T,2018-10-24 11:43:25,53.64123754,9.90974240,5,60.300,,12.625,349,18,22,,
T,2018-10-24 11:43:26,53.64134441,9.90970870,5,60.100,,12.000,349,17,22,,
T,2018-10-24 11:43:27,53.64144746,9.90967585,5,60.000,,11.500,349,18,22,,
T,2018-10-24 11:43:28,53.64154381,9.90964282,5,60.200,,10.750,348,18,22,,
T,2018-10-24 11:43:29,53.64163396,9.90961432,5,60.300,,10.125,349,18,22,,
T,2018-10-24 11:43:30,53.64172126,9.90958717,5,60.300,,9.812,349,18,22,,
T,2018-10-24 11:43:31,53.64181258,9.90955825,5,60.600,,10.188,349,18,22,,
T,2018-10-24 11:43:32,53.64190738,9.90953059,5,60.800,,10.562,350,18,22,,
T,2018-10-24 11:43:33,53.64200637,9.90950217,5,61.000,,11.000,350,17,22,,
T,2018-10-24 11:43:34,53.64210481,9.90946722,5,61.300,,11.000,348,18,22,,
T,2018-10-24 11:43:35,53.64220326,9.90943495,5,61.300,,11.062,347,18,22,,
T,2018-10-24 11:43:36,53.64230133,9.90940285,5,60.900,,11.062,348,18,21,,
T,2018-10-24 11:43:37,53.64239793,9.90936630,5,60.500,,10.938,347,18,22,,
T,2018-10-24 11:43:38,53.64249771,9.90933445,5,60.400,,11.188,347,18,22,,
T,2018-10-24 11:43:39,53.64259792,9.90929942,5,60.300,,11.250,348,18,22,,
T,2018-10-24 11:43:40,53.64269687,9.90926321,5,60.200,,11.062,348,18,22,,
T,2018-10-24 11:43:41,53.64279163,9.90923043,5,60.100,,10.688,348,18,21,,
T,2018-10-24 11:43:42,53.64289250,9.90919950,5,59.900,,11.125,349,18,21,,
T,2018-10-24 11:43:43,53.64299711,9.90917319,5,59.700,,11.312,349,18,21,,
T,2018-10-24 11:43:44,53.64309392,9.90914661,5,59.600,,10.812,350,18,20,,
T,2018-10-24 11:43:45,53.64318524,9.90912331,5,59.600,,10.125,349,18,20,,
T,2018-10-24 11:43:46,53.64326969,9.90909699,5,59.600,,9.500,349,18,21,,
T,2018-10-24 11:43:47,53.64335464,9.90906606,5,59.700,,9.500,348,18,22,,
T,2018-10-24 11:43:48,53.64344370,9.90903631,5,59.600,,10.000,349,18,22,,
T,2018-10-24 11:43:49,53.64353648,9.90900462,5,59.500,,10.375,349,17,22,,
T,2018-10-24 11:43:50,53.64363304,9.90897118,5,59.900,,10.750,348,18,23,,
T,2018-10-24 11:43:51,53.64373300,9.90893288,5,59.900,,11.312,347,18,23,,
T,2018-10-24 11:43:52,53.64383601,9.90889273,5,59.900,,11.625,347,17,22,,
T,2018-10-24 11:43:53,53.64393953,9.90885040,5,59.800,,11.625,347,18,22,,
T,2018-10-24 11:43:54,53.64404137,9.90881561,5,59.700,,11.438,348,18,22,,
T,2018-10-24 11:43:55,53.64413960,9.90878041,5,59.600,,11.125,348,18,22,,
T,2018-10-24 11:43:56,53.64423344,9.90874395,5,59.700,,10.562,348,18,22,,
T,2018-10-24 11:43:57,53.64431990,9.90871520,5,59.700,,9.625,348,17,22,,
T,2018-10-24 11:43:58,53.64439471,9.90869089,5,59.900,,8.438,348,17,23,,
T,2018-10-24 11:43:59,53.64445833,9.90866859,5,60.000,,7.250,349,17,23,,
T,2018-10-24 11:44:00,53.64451251,9.90865686,5,59.900,,6.125,354,17,22,,
T,2018-10-24 11:44:01,53.64455983,9.90867253,5,59.600,,5.250,12,17,22,,
T,2018-10-24 11:44:02,53.64459541,9.90871972,5,59.400,,5.000,29,16,23,,
T,2018-10-24 11:44:03,53.64462123,9.90879273,5,59.100,,5.500,49,16,23,,
T,2018-10-24 11:44:04,53.64464419,9.90887546,5,58.800,,5.875,65,17,23,,
T,2018-10-24 11:44:05,53.64467781,9.90896464,5,58.600,,6.750,61,16,23,,
T,2018-10-24 11:44:06,53.64471938,9.90906330,5,58.600,,7.625,58,15,23,,
T,2018-10-24 11:44:07,53.64476477,9.90916866,5,58.600,,8.312,55,15,23,,
T,2018-10-24 11:44:08,53.64481217,9.90928374,5,58.600,,8.938,56,17,23,,
T,2018-10-24 11:44:09,53.64485630,9.90940444,5,58.500,,9.188,59,17,23,,
T,2018-10-24 11:44:10,53.64489699,9.90952615,5,58.400,,9.125,60,17,23,,
T,2018-10-24 11:44:11,53.64493848,9.90964760,5,58.400,,9.125,60,17,23,,
T,2018-10-24 11:44:12,53.64498039,9.90977316,5,58.500,,9.375,59,17,23,,
T,2018-10-24 11:44:13,53.64502448,9.90989914,5,58.600,,9.500,59,17,23,,
T,2018-10-24 11:44:14,53.64506815,9.91002663,5,58.600,,9.688,59,16,23,,
T,2018-10-24 11:44:15,53.64511006,9.91015295,5,58.500,,9.562,59,17,23,,
T,2018-10-24 11:44:16,53.64515310,9.91027473,5,58.400,,9.375,59,17,23,,
T,2018-10-24 11:44:17,53.64519409,9.91039912,5,58.400,,9.312,60,17,23,,
T,2018-10-24 11:44:18,53.64523524,9.91051831,5,58.600,,9.000,60,17,23,,
T,2018-10-24 11:44:19,53.64527611,9.91063616,5,58.600,,8.875,60,17,23,,
T,2018-10-24 11:44:20,53.64531286,9.91075736,5,58.700,,8.750,60,17,23,,
T,2018-10-24 11:44:21,53.64534647,9.91087295,5,58.900,,8.438,62,17,23,,
T,2018-10-24 11:44:22,53.64537044,9.91098250,5,58.900,,7.688,66,16,23,,
T,2018-10-24 11:44:23,53.64539316,9.91109281,5,59.000,,7.500,70,17,23,,
T,2018-10-24 11:44:24,53.64541550,9.91119163,5,59.200,,6.688,68,17,23,,
T,2018-10-24 11:44:25,53.64544001,9.91126522,5,59.400,,5.000,65,15,23,,
T,2018-10-24 11:44:26,53.64545187,9.91129892,5,59.600,,1.000,64,17,23,,
T,2018-10-24 11:44:27,53.64545975,9.91131417,5,59.700,,1.062,62,17,23,,
T,2018-10-24 11:44:28,53.64546600,9.91134049,5,59.800,,1.875,63,17,23,,
T,2018-10-24 11:44:29,53.64547731,9.91138089,5,59.800,,2.688,65,17,23,,
T,2018-10-24 11:44:30,53.64548817,9.91142775,5,59.800,,3.125,67,16,22,,
T,2018-10-24 11:44:31,53.64550187,9.91148173,5,59.900,,3.688,68,16,22,,
